Afrika	Africa
Saša Papac	Saša Papac
Spisak autoputeva i brzih cesta u Austriji	Autobahns of Austria
Samir Muratović	Samir Muratović
Izbori za Skupštinu EU u Austriji 2009.	European Parliament election, 2009 (Austria)
Konstantin Jireček	Konstantin Josef Jireček
Bogdan Bogdanović	Bogdan Bogdanović
Dževad Karahasan	Dževad Karahasan
Muzej Sarajeva	Museum of Sarajevo
Char B1	Char B1
SOMUA S35	SOMUA S35
Bitka kod Bileće	Battle of Bileća
SEEMO	South East Europe Media Organisation
Njemačka Samoa	German Samoa
Svjetsko prvenstvo u alpskom skijanju 2013.	FIS Alpine World Ski Championships 2013
Mateo Kovačić	Mateo Kovačić
Katedrala u Gurku	Gurk Cathedral
Obrazovanje u Austriji	Education in Austria
Ferdinando Galli Bibiena	Ferdinando Galli-Bibiena
Bitka kod Siska	Battle of Sisak
Type 4 Ke-Nu	Type 4 Ke-Nu
Type 2 Ke-To	Type 2 Ke-To
Spisak austrijskih vladara	List of rulers of Austria
Steyr HS .50	Steyr HS .50
Der Angriff	Der Angriff
Helgolandski zaliv	Heligoland Bight
Marmon-Herrington CTLS	Marmon-Herrington CTLS
Type 1 Chi-He	Type 1 Chi-He
Džin-tonik	Gin and tonic
Schattenberg (skakaonica)	Schattenberg Ski Jump
S.P. Tre Penne	S.P. Tre Penne
Roland (raketa)	Roland (missile)
Svjetsko prvenstvo u šahu 1908.	World Chess Championship 1908
Gyula Sax	Gyula Sax
Ulisse Dini	Ulisse Dini
Svjetsko prvenstvo u skijaškim letovima 1975.	FIS Ski-Flying World Championships 1975
Svjetsko prvenstvo u skijaškim letovima 1973.	FIS Ski-Flying World Championships 1973
Svjetsko prvenstvo u skijaškim letovima 1972.	FIS Ski-Flying World Championships 1972
Braća Grimm (film)	The Brothers Grimm (film)
Cartoon Network	Cartoon Network
Von Willebrandova bolest	Von Willebrand disease
Ivan Sokolov	Ivan Sokolov
Pavel Ploc	Pavel Ploc
Roberto Cecon	Roberto Cecon
Tobias Furneaux	Tobias Furneaux
Piotr Fijas	Piotr Fijas
Artur, princ od Velsa	Arthur, Prince of Wales
De facto	De facto
Kvadratni kilometar	Square kilometre
Spisak država po stanovništvu	List of countries and dependencies by population
Nadbubrežna žlijezda	Adrenal gland
Organ (anatomija)	Organ (anatomy)
Albus Dumbledore	Albus Dumbledore
Spisak državnih uzrečica	List of national mottos
Mike Dirnt	Mike Dirnt
David Albahari	David Albahari
Zapadna Njemačka	West Germany
2030te	2030s
Arts et Métiers (Metro Pariz)	Arts et Métiers (Paris Métro)
Star Wars: Ewoks	Star Wars: Ewoks
Rajsko jezero	Heaven Lake
Nikujaga	Nikujaga
Yu-Gi-Oh! 5D's	Yu-Gi-Oh! 5D's
Dan Malloy	Dannel Malloy
Brian Sandoval	Brian Sandoval
Sigurd Pettersen	Sigurd Pettersen
480te p. n. e.	480s BC
Nea Salamis Famagusta FC	Nea Salamis Famagusta FC
Paraćin	Paraćin
Obrenovac	Obrenovac
Gornji Milanovac	Gornji Milanovac
Tvrdoća prema Brinellu	Brinell scale
Nacionalni park Teide	Teide National Park
470te p. n. e.	470s BC
540te p. n. e.	540s BC
450te p. n. e.	450s BC
490te p. n. e.	490s BC
420te p. n. e.	420s BC
Limfociti	Lymphocyte
500te p. n. e.	500s BC (decade)
Type 92	Type 92 Heavy Armoured Car
430te p. n. e.	430s BC
440te p. n. e.	440s BC
Smederevska Palanka	Smederevska Palanka
Senijad Ibričić	Senijad Ibričić
Mapiranje gena	Gene mapping
Jaroslav Čermák	Jaroslav Čermák (painter)
Enver Marić	Enver Marić
Henry Rowe Schoolcraft	Henry Schoolcraft
Momir Bulatović	Momir Bulatović
Nikola Grbić	Nikola Grbić
Bogdan Popović	Bogdan Popović
Paul Émile Appell	Paul Émile Appell
Louis Léopold Boilly	Louis-Léopold Boilly
Balša III Balšić	Balša III
Fuat Paša	Mehmed Fuad Pasha
Radoslav Krstić	Radislav Krstić
Ernest Duchesne	Ernest Duchesne
Jožef Košič	József Kossics
Miljenko Jergović	Miljenko Jergović
Mutimir	Mutimir of Serbia
Petar Kočić	Petar Kočić
William Withering	William Withering
Ivan Štraus	Ivan Štraus
Frenkie	Frenkie
Faruk Hadžibegić	Faruk Hadžibegić
Matija Gubec	Matija Gubec
Hugo (II), kralj Francuske	Hugh Magnus
Radomir Đalović	Radomir Đalović
Rukomet na Olimpijskim igrama	Handball at the Summer Olympics
Jovan Divjak	Jovan Divjak
Balrozi	Balrog
Oliver Turvey	Oliver Turvey
670te p. n. e.	670s BC
Unorthodox Jukebox	Unorthodox Jukebox
Aruna	Aruṇa
Eowyn	Éowyn
Mr. Burns	Mr. Burns
Istraživanje Marsa	Exploration of Mars
Ivaniš Horvat	John Horvat
Fëanor	Fëanor
Isengard	Isengard
Goran Karan	Goran Karan
Bojan Bogdanović	Bojan Bogdanović
Saz	Bağlama
Država SHS	State of Slovenes, Croats and Serbs
Denethor	Denethor
Gil-galad	Gil-galad
710te p. n. e.	710s BC
Zimska linija	Winter Line
Etnička zastava	Ethnic flag
Zvjezdana flota	Starfleet
Mars 3	Mars 3
Zastava Srbije i Crne Gore	Flag of Serbia and Montenegro
Windows Fundamentals for Legacy PCs	Windows Fundamentals for Legacy PCs
Milići	Milići, Republika Srpska
Italijanski nogometni skandal 2006.	2006 Italian football scandal
Gossypium	Gossypium
700te p. n. e.	700s BC (decade)
Lumbalna punkcija	Lumbar puncture
Prekomorski kolektivitet	Overseas collectivity
Radagast	Radagast
Angmar	Angmar
Košarka na Olimpijskim igrama 1976.	Basketball at the 1976 Summer Olympics
Majari	Maia (Middle-earth)
Prvoslav Vujčić	Prvoslav Vujčić
Brzo klizanje na Zimskim olimpijskim igrama 2014.	Speed skating at the 2014 Winter Olympics
Energetika	Energetics
Prevalenca	Prevalence
Círdan	Círdan
Jack O'Neill	Jack O'Neill
Mariner 6 i 7	Mariner 6 and 7
Elendil	Elendil
Batnoga	Batnoga
Rune Velta	Rune Velta
La Liga 1983/1984.	1983–84 La Liga
La Liga 2004/2005.	2004–05 La Liga
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa B	UEFA Euro 2012 qualifying Group B
Harry Potter i kamen mudraca (igra)	Harry Potter and the Philosopher's Stone (video game)
Ekvadorske provincije	Provinces of Ecuador
Kara-Kul	Karakul (Tajikistan)
La Liga 2012/2013.	2012–13 La Liga
Planckova temperatura	Planck temperature
Charles Joseph Etienne Wolf	Charles Wolf (astronomer)
630te p. n. e.	630s BC
Asa Hutchinson	Asa Hutchinson
NGC 4921	NGC 4921
La Liga 1995/1996.	1995–96 La Liga
La Liga 1991/1992.	1991–92 La Liga
La Liga 1984/1985.	1984–85 La Liga
La Liga 2001/2002.	2001–02 La Liga
La Liga 1993/1994.	1993–94 La Liga
La Liga 1987/1988.	1987–88 La Liga
Slovenska kopnena vojska	Slovenian Ground Force
La Liga 1994/1995.	1994–95 La Liga
Vaterpolo na Olimpijskim igrama	Water polo at the Summer Olympics
La Liga 1981/1982.	1981–82 La Liga
.coop	.coop
Puškomitraljez	Light machine gun
Lucije Aurelije Kota	Lucius Aurelius Cotta (consul 65 BC)
De temporum ratione	The Reckoning of Time
Ljudski genom	Human genome
Grb Guernseya	Coat of arms of Guernsey
Poremećaji opažanja	Delusional disorder
Daiki Itō	Daiki Ito
La Liga 1996/1997.	1996–97 La Liga
Nogometna reprezentacija Zajednice nezavisnih država	CIS national football team
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa A	UEFA Euro 2012 qualifying Group A
Rukometna reprezentacija Australije	Australia national handball team
Telegraf	Telegraphy
Arija "da capo"	Da capo aria
Goffredo Mameli	Goffredo Mameli
Diario Frontera	Diario Frontera
Oksidi željeza	Iron oxide
Spisak monegaških vladara	List of rulers of Monaco
Endokard	Endocardium
Rukometna reprezentacija Španije	Spain national handball team
Kvalifikacije za Svjetsko prvenstvo u nogometu 1934.	1934 FIFA World Cup qualification
Nikola IV Frankopan	Nikola Frankopan
Reverse Address Resolution Protocol	Reverse Address Resolution Protocol
Igrači Evropskog prvenstva u nogometu 2008.	UEFA Euro 2008 squads
Aleksandar Borisovič Železnjakov	Aleksandr Borisovich Zheleznyakov
Voskhod 2	Voskhod 2
Miran Tepeš	Miran Tepeš
Lee-Enfield	Lee-Enfield
Qarabağ FK	Qarabağ FK
Afrički kup nacija 1970.	1970 African Cup of Nations
Stadion Maksimir	Stadion Maksimir
Dakijski ratovi	Trajan's Dacian Wars
Hawker Tempest	Hawker Tempest
Aerodrom Istanbul-Sabiha Gökçen	Sabiha Gökçen International Airport
Košarka na Olimpijskim igrama 1984.	Basketball at the 1984 Summer Olympics
Košarka na Olimpijskim igrama 1956.	Basketball at the 1956 Summer Olympics
Sjeverozapadna divizija (NBA)	Northwest Division (NBA)
NK Inter Zaprešić	NK Inter Zaprešić
Odbojka na OI 2004.	Volleyball at the 2004 Summer Olympics
Potočna zlatovčica	Brook trout
Iza neprijateljskih linija	Behind Enemy Lines (2001 film)
Diskografija Beyoncé Knowles	Beyoncé discography
Košarka na Olimpijskim igrama 1980.	Basketball at the 1980 Summer Olympics
Gastrolit	Gastrolith
Dekan	Dean (education)
Video na zahtjev	Video on demand
Orfej i Euridika	Orfeo ed Euridice
Zlatni globus za najboljeg sporednog glumca	Golden Globe Award for Best Supporting Actor – Motion Picture
Petrijeva mreža	Petri net
Vojska Azerbejdžana	Azerbaijani Armed Forces
Palantiri	Palantír
Hastati	Hastati
Tomi Putaansuu	Mr Lordi
Live Killers	Live Killers
Zmajev red	Order of the Dragon
NGC 7635	NGC 7635
NGC 6826	NGC 6826
Kutija za nakit (zvjezdano jato)	Jewel Box (star cluster)
NGC 752	NGC 752
NGC 3132	NGC 3132
Nogometni savez Slovenije	Football Association of Slovenia
Primož Ulaga	Primož Ulaga
Afrički kup nacija 2000.	2000 African Cup of Nations
Antene (galaksije)	Antennae Galaxies
Tajni kupac	Mystery shopping
Afrički kup nacija 2002.	2002 African Cup of Nations
Color Graphics Adapter	Color Graphics Adapter
Pelješac	Pelješac
Lutijena	Lúthien
Star Wars: Knights of the Old Republic	Star Wars: Knights of the Old Republic
LimeWire	LimeWire
Svjetska rukometna prvenstva za žene	IHF World Women's Handball Championship
Kvalifikacije za Svjetsko prvenstvo u nogometu 1950.	1950 FIFA World Cup qualification
NK Istra 1961	NK Istra 1961
EULA	End-user license agreement
Bananarama	Bananarama
Ultimate Aaliyah (Aaliyah)	Ultimate Aaliyah
Beren	Beren
Rotaciona tijela	Solid of revolution
Južnoameričko prvenstvo u nogometu 1916.	1916 South American Championship
Nogometna reprezentacija Rusije	Russia national football team
Harry Potter i Odaja tajni (igra)	Harry Potter and the Chamber of Secrets (video game)
Nogometni savez Turske	Turkish Football Federation
Noise muzika	Noise music
Osmanlijski interegnum	Ottoman Interregnum
HNK Cibalia Vinkovci	HNK Cibalia
Dorida	Doris (mythology)
Spisak Linux distribucija	List of Linux distributions
Guramije	Gourami
Denver Nuggets (original)	Denver Nuggets (1948–50)
Tragedija u tri čina	Three Act Tragedy
Cetanski broj	Cetane number
NGC 1333	NGC 1333
Slippery When Wet	Slippery When Wet
Marginal Tietê	Marginal Tietê
Povelja	Charter
Horusovi sinovi	Four sons of Horus
Atavizam	Atavism
Hijatalna kila	Hiatus hernia
Svjetsko prvenstvo u nogometu 2006. - Grupa H	2006 FIFA World Cup Group H
Laranjeiras (Rio de Janeiro)	Laranjeiras
Rgveda	Rigveda
880te p. n. e.	880s BC
Stari Grad (čvor)	Stari Grad
Kuliješ	Kuliješ
Ubistva po abecedi	The A.B.C. Murders
Lupinjak	Lupinjak
Diskografija grupe Metallica	Metallica discography
Dan pobjede i domovinske zahvalnosti	Victory Day (Croatia)
Duke Nukem 3D	Duke Nukem 3D
Iced Earth	Iced Earth
.jobs	.jobs
Panteizam	Pantheism
Džungla na asfaltu	The Asphalt Jungle
Rukometna reprezentacija Danske	Denmark national handball team
Nogometni savez Malte	Malta Football Association
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa H	UEFA Euro 2012 qualifying Group H
Trgovačka društva	Partnership
Bernoullijeva nejednakost	Bernoulli's inequality
Lubor Niederle	Lubor Niederle
Iure uxoris	Jure uxoris
NGC 4697	NGC 4697
Tetrazona	Tiger barb
Kontekstno nezavisni jezik	Context-free language
Trofej "Pichichi"	Pichichi Trophy
Afrički kup nacija 1972.	1972 African Cup of Nations
Afrički kup nacija 1974.	1974 African Cup of Nations
Afrički kup nacija 1962.	1962 African Cup of Nations
Karipska misterija	A Caribbean Mystery
Asim Ferhatović	Asim Ferhatović
NGC 457	NGC 457
Suada Dilberović	Suada Dilberović
Asinara	Asinara
Ginoid	Gynoid
Donji Crnač	Donji Crnač
NGC 6193	NGC 6193
Live at Wembley '86	Live at Wembley '86
Infinity Ward	Infinity Ward
Hiperbarična medicina	Hyperbaric medicine
Zavjesa (roman)	Curtain (novel)
Bri	Bree (Middle-earth)
Pomorske odbrambeno-oružane snage Japana	Japan Maritime Self-Defense Force
Dromon	Dromon
Nazubljenje	Postage stamp separation
NGC 4777	NGC 4777
Mezzotinta	Mezzotint
Kafić "Uzdravlje"	Cheers
FreeOTFE	FreeOTFE
Rukometna reprezentacija Grčke	Greece national handball team
Estera	Esther
Copa América 2011 - grupa A	2011 Copa América Group A
Moravče (Zagreb)	Moravče, Croatia
Filmske nagrade BAFTA	British Academy Film Awards
Kvalifikacije za Svjetsko prvenstvo u nogometu 1938.	1938 FIFA World Cup qualification
Philip (čvor)	Philip
Nogometni savez Mađarske	Hungarian Football Federation
Asmir Avdukić	Asmir Avdukić
Košarka na Olimpijskim igrama 1948.	Basketball at the 1948 Summer Olympics
Odbojka na Olimpijskim igrama 1964.	Volleyball at the 1964 Summer Olympics
Odbojka na Olimpijskim igrama 1968.	Volleyball at the 1968 Summer Olympics
Rukomet na Olimpijskim igrama 1976.	Handball at the 1976 Summer Olympics
Košarka na Olimpijskim igrama 1960.	Basketball at the 1960 Summer Olympics
Bitka kod Megida (1469. p. n. e)	Battle of Megiddo (15th century BC)
Gimme Back My Bullets	Gimme Back My Bullets
Karte na sto	Cards on the Table
Drugo doba sunca	Second Age
NGC 98	NGC 98
Patrik Ćavar	Patrik Ćavar
Masovna grobnica	Mass grave
Elbert Hubbard	Elbert Hubbard
Spisak akademika SAZU	List of members of the Slovenian Academy of Sciences and Arts
Grb Nagornog Karabaha	Coat of arms of the Nagorno-Karabakh Republic
Kuća cvijeća	House of Flowers (mausoleum)
Front islamskog spasa	Islamic Salvation Front
Košarkaška reprezentacija Turske	Turkey national basketball team
Složeni red	Composite order
TV Tokyo	TV Tokyo
Velika četvorka	The Big Four (novel)
Međunarodna federacija veksiloloških udruženja	International Federation of Vexillological Associations
Type 98 Ke-Ni	Type 98 Ke-Ni
Košarkaška reprezentacija Srbije	Serbia national basketball team
Košarkaška reprezentacija Italije	Italy national basketball team
Copa América 2004.	2004 Copa América
Istočno pitanje	Eastern Question
Gornja Poljana	Gornja Poljana
Protesti u Španiji 2011	Anti-austerity movement in Spain
Qing Hua Ma	Ma Qinghua
Sjemenovod	Vas deferens
NGC 5752	NGC 5752
ISO 3166-2:AT	ISO 3166-2:AT
Grčka na Zimskim olimpijskim igrama 1984.	Greece at the 1984 Winter Olympics
NGC 4013	NGC 4013
Gornja Međiđa	Gornja Međiđa
NGC 3982	NGC 3982
Prnjavor	Prnjavor, Bosnia and Herzegovina
Kleopatra (čvor)	Cleopatra (disambiguation)
Željevo	Željevo (Foča)
Dinara	Dinara
Igrači Evropskog prvenstva u nogometu 1964.	1964 European Nations' Cup squads
Turnir (srednji vijek)	Tournament (medieval)
Kvalifikacije za Evropsko prvenstvo u nogometu 2008 - grupa C	UEFA Euro 2008 qualifying Group C
Michael Uchebo	Michael Uchebo
Le Havre (film)	Le Havre (film)
NGC 4244	NGC 4244
1330te p. n. e.	1330s BC
Grdenci	Grdenci
Jasmin Burić	Jasmin Burić
Star Wars: The Old Republic	Star Wars: The Old Republic
Sveti Petar u Šumi	Sveti Petar u Šumi
Dirk Kempthorne	Dirk Kempthorne
Luj XIII, kralj Francuske	Louis XIII of France
Ermin Zec	Ermin Zec
Evropsko prvenstvo u nogometu za žene 2009.	UEFA Women's Euro 2009
Mesapi	Messapii
Roberto Murolo	Roberto Murolo
Tara (čvor)	Tara
NGC 6522	NGC 6522
SLI	Scalable Link Interface
Vejle Boldklub	Vejle Boldklub
Milju visoka kula	Kingdom Tower
What the Hell	What the Hell
Teal'c	Teal'c
Ludovik I, kralj Napulja	Louis I of Naples
Teodor Prodrom	Theodore Prodromos
Oprisavci	Oprisavci
Vuk II Krsto Frankopan Tržački	Vuk Krsto Frankopan
Nogometni savez Moldavije	Moldovan Football Federation
Rashied Ali	Rashied Ali
Aleksandar Hemon	Aleksandar Hemon
Ivan Jolić	Ivan Jolić
Nogometni savez Crne Gore	Football Association of Montenegro
Bitka kod Firaza	Battle of Firaz
Nils Petter Molvær	Nils Petter Molvær
Oliver Dragojević	Oliver Dragojević
Edin Karamazov	Edin Karamazov
Edward D. Swift	Edward D. Swift
Vlado Šola	Vlado Šola
Atif Dudaković	Atif Dudaković
NK Zadar	NK Zadar
Nacionalni park Pireneji	Pyrénées National Park
Hrvatska demokratska zajednica	Croatian Democratic Union
Usora (općina)	Usora Municipality
Girlfriend	Girlfriend (Avril Lavigne song)
Klis	Klis
Kurt Schuschnigg	Kurt Schuschnigg
Sela na Farskim ostrvima	List of towns in the Faroe Islands
Titanic (čvor)	Titanic (disambiguation)
NK Osijek	NK Osijek
FK Teplice	FK Teplice
Gems	Gems (Aerosmith album)
NGC 6578	NGC 6578
Premijer liga Farskih ostrva	Faroe Islands Premier League
Najkorisniji igrač NBA finala	Bill Russell NBA Finals Most Valuable Player Award
Kaštel (Buje)	Kaštel
Alex English	Alex English
NGC 321	NGC 321
Todd Bertuzzi	Todd Bertuzzi
BMW 8 serija	BMW 8 Series (E31)
Glock	Glock
Petrovac	Petrovac, Bosnia and Herzegovina
Erwin Neutzsky-Wulff	Erwin Neutzsky-Wulff
Hazor	Tel Hazor
La Liga 1935/1936.	1935–36 La Liga
UNICEF	UNICEF
Bakar (Hrvatska)	Bakar
John Kitzhaber	John Kitzhaber
Međunarodni aerodrom Sarajevo	Sarajevo International Airport
Beglerbeg	Beylerbey
NGC 6067	NGC 6067
2007 u filmu	2007 in film
FL Studio	FL Studio
Virus (čvor)	Virus (disambiguation)
Kozibrod	Kozibrod
La Liga 1970/1971.	1970–71 La Liga
Clásica de San Sebastián	Clásica de San Sebastián
S7 Airlines	S7 Airlines
Nogometni savez Grenlanda	Football Association of Greenland
Sjemeno uže	Spermatic cord
Zlo pod suncem	Evil Under the Sun
NGC 103	NGC 103
RPK	RPK
Heckler & Koch 416	Heckler & Koch HK416
Novi Marof	Novi Marof
Petar Svačić	Petar Svačić
Evropa (čvor)	Europa
Milan Vukić	Milan Vukić
Leš u biblioteci	The Body in the Library
Savudrija	Savudrija
Evropski put E70	European route E70
NGC 62	NGC 62
Rukometna reprezentacija Islanda	Iceland national handball team
Izbori za predsjednika Srbije 2012.	Serbian presidential election, 2012
Panični poremećaj	Panic disorder
NGC 7742	NGC 7742
NGC 2440	NGC 2440
Karigador	Karigador
Igalo	Igalo
Pichincha (vulkan)	Pichincha Volcano
NGC 5078	NGC 5078
Hromosom 16 (čovjek)	Chromosome 16 (human)
La Liga 1958/1959.	1958–59 La Liga
Valencija (čvor)	Valencia (disambiguation)
Kelemen	Kelemen, Croatia
Križovljan Radovečki	Križovljan Radovečki
Medvednica	Medvednica
Premijer liga Bosne i Hercegovine 2009/2010.	2009–10 Premier League of Bosnia and Herzegovina
Autoput A8 (Hrvatska)	A8 (Croatia)
Hemolitska bolest novorođenčeta	Hemolytic disease of the newborn
Abdominalna hirurgija	Abdominal surgery
Asocijacija američkih univerziteta	Association of American Universities
Pale-Prača	Pale-Prača
Asocijacija teniskih profesionalaca	Association of Tennis Professionals
Gradina (tvrđava)	Hill fort
Ladvenjak	Ladvenjak
NGC 1859	NGC 1859
Josip Pejaković	Josip Pejaković
Hajrudin Varešanović	Hari Varešanović
Miraj Grbić	Miraj Grbić
Vilim od Danske	Prince William, Duke of Gloucester
Vojno-industrijski kompleks	Military–industrial complex
Bitka kod Herakleje	Battle of Heraclea
Ranko Marinković	Ranko Marinković
Hromosomska mutacija	Chromosome abnormality
Boza	Boza
NGC 2419	NGC 2419
NGC 3077	NGC 3077
NGC 2516	NGC 2516
NGC 5005	NGC 5005
NGC 6934	NGC 6934
NGC 63	NGC 63
NGC 7006	NGC 7006
NGC 80	NGC 80
Najavljeno ubistvo	A Murder Is Announced
Donja Stubica	Donja Stubica
Odbojka na OI 1996.	Volleyball at the 1996 Summer Olympics
Pržine (Gacko)	Pržine (Gacko)
Scutum (rimska vojska)	Scutum (shield)
Baltička odbrana	Baltic Defense
Čerigaj	Čerigaj
Zlatno doba islama	Islamic Golden Age
Freddie Mercury Tribute Concert	The Freddie Mercury Tribute Concert
Prudnice	Prudnice
Evropski put E761	European route E761
Centralna divizija (NBA)	Central Division (NBA)
Afrički kup nacija 1984.	1984 African Cup of Nations
Afrički kup nacija 1980.	1980 African Cup of Nations
Livno	Livno
Tankoslojna hromatografija	Thin-layer chromatography
Portoriko na Zimskim olimpijskim igrama 1984.	Puerto Rico at the 1984 Winter Olympics
Duplikacija (genetika)	Gene duplication
Rob Gardner	Rob Gardner (musician)
Pece (Ivanec)	Pece, Varaždin County
Velika Srbija	Greater Serbia
Čoseta	Ćoseti
Industrial Light & Magic	Industrial Light & Magic
Hram Saturna	Temple of Saturn
Drveće Valara	Two Trees of Valinor
Svjetsko prvenstvo u rukometu 1954.	1954 World Men's Handball Championship
Vaterpolo na Olimpijskim igrama 1932.	Water polo at the 1932 Summer Olympics
Ričerkar	Ricercar
Ajetul-Kursi	Al-Baqara 255
Kraljevska medalja	Royal Medal
Bosanske piramide	Bosnian pyramid claims
M-84	M-84
Nemanjići	Nemanjić dynasty
Romanizacija	Romanization (cultural)
Nokia 2110	Nokia 2110
BGM-71 TOW	BGM-71 TOW
NGC 772	NGC 772
Süper Lig 2009/2010.	2009–10 Süper Lig
Mac OS X/10.3	Mac OS X Panther
Kapilarna elektroforeza	Capillary electrophoresis
Dimitrovgrad (Srbija)	Dimitrovgrad, Serbia
Java platforma, standardno izdanje	Java Platform, Standard Edition
Borba patricija i plebejaca	Conflict of the Orders
Amerikanac u Parizu (film)	An American in Paris (film)
Bitka kod Artemizija	Battle of Artemisium
Ebu-Ubejde Amir ibn El-Džerrah	Abu Ubaidah ibn al-Jarrah
Podgrađe (čvor)	Podgrađe
23. dinastija Egipta	Twenty-third Dynasty of Egypt
Eurobarometar	Eurobarometer
NGC 1808	NGC 1808
Gujoslov	Gríma Wormtongue
Porsche Carrera GT	Porsche Carrera GT
Ferrari F50	Ferrari F50
Mattersburg (okrug)	Mattersburg District
Vaterpolo na Olimpijskim igrama 2004.	Water polo at the 2004 Summer Olympics
Odbojka na OI 1976.	Volleyball at the 1976 Summer Olympics
Levantsko more	Levantine Sea
Vaterpolo na Olimpijskim igrama 1968.	Water polo at the 1968 Summer Olympics
Mlaka (Jasenovac)	Mlaka, Croatia
Brdovec	Brdovec
Oberpullendorf (okrug)	Oberpullendorf District
Robinov granični uvjet	Robin boundary condition
Dúnedaini	Dúnedain
Harry Potter i zatočenik Azkabana (igra)	Harry Potter and the Prisoner of Azkaban (video game)
Gornji Hruševec	Gornji Hruševec
Babinje	Postpartum period
NGC 2204	NGC 2204
Velites	Velites
Ozerkovići	Ozerkovići
Novaki Petrovinski	Novaki Petrovinski
Spisak ISO standarda	List of International Organization for Standardization standards
Afera Plame	Plame affair
Specifična težina	Specific weight
Trnovo (RS)	Trnovo, Republika Srpska
Pobuna na "Bountyju"	Mutiny on the Bounty
Bender (Futurama)	Bender (Futurama)
FK Haugesund	FK Haugesund
Kirenska škola	Cyrenaics
Vodice (Hrvatska)	Vodice, Croatia
Olimpijski rekordi u brzom klizanju na kratkim stazama	List of Olympic records in short track speed skating
NGC 595	NGC 595
Bjelica	Leucaspius delineatus
U.S. Route 150	U.S. Route 150
Checlesaht	Kyuquot/Cheklesahht First Nation
DragonFly BSD	DragonFly BSD
La Liga 1973/1974.	1973–74 La Liga
UEFA Intertoto kup 2005.	2005 UEFA Intertoto Cup
Veliki Brat	Big Brother (Nineteen Eighty-Four)
Potisni automat	Pushdown automaton
Dan Martina Lutera Kinga	Martin Luther King, Jr. Day
Smrtonosno oružje 2	Lethal Weapon 2
Smrtonosno oružje 3	Lethal Weapon 3
Evropski put E1	European route E01
Sunrise Avenue	Sunrise Avenue
Chuck	Chuck (album)
Jelena Šubić	Jelena Šubić
Finale UEFA Lige prvaka 2010.	2010 UEFA Champions League Final
Nogometna reprezentacija Vatikana	Vatican City national football team
Žeton	Token coin
Bogdanci	Bogdanci
Rukomet na Olimpijskim igrama 2000.	Handball at the 2000 Summer Olympics
Simpatija	Sympathy
Jalkovec	Jalkovec
Opisthobranchia	Opisthobranchia
Zastava Melille	Flag of Melilla
Gornje Vratno	Gornje Vratno
The Soundhouse Tapes	The Soundhouse Tapes
Zakoni (Platon)	Laws (dialogue)
Rukometna reprezentacija Srbije	Serbia national handball team
FK Glasinac Sokolac	FK Glasinac Sokolac
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa G	UEFA Euro 2012 qualifying Group G
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa I	UEFA Euro 2012 qualifying Group I
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa F	UEFA Euro 2012 qualifying Group F
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa E	UEFA Euro 2012 qualifying Group E
Kvalifikacije za Evropsko prvenstvo u nogometu 2012 - grupa D	UEFA Euro 2012 qualifying Group D
Prstenasta galaksija	Ring galaxy
Smrt lorda Edgwarea	Lord Edgware Dies
Sastanak sa smrću	Appointment with Death
Kućan Marof	Kućan Marof
Socijalistička partija Srbije	Socialist Party of Serbia
R-73 (raketa)	R-73 (missile)
Leskovec Toplički	Leskovec Toplički
Linorez	Linocut
Drenovec (Varaždinske Toplice)	Drenovec
Grb Angvile	Coat of arms of Anguilla
Grb Jerseya	Coat of arms of Jersey
Grb Zapadne Sahare	Coat of arms of Western Sahara
Grb Hong Konga	Emblem of Hong Kong
Presečno (Novi Marof)	Presečno, Croatia
Chiquimula (departman)	Chiquimula Department
Volkswagen Sharan	Volkswagen Sharan
Helenističko-rimsko razdoblje	Hellenistic philosophy
Afrički kup nacija 1988.	1988 African Cup of Nations
Afrički kup nacija 1986.	1986 African Cup of Nations
Planica	Planica
Hromosom 21 (čovjek)	Chromosome 21 (human)
Numerička integracija	Numerical integration
Kršćanski rock	Christian rock
Nargotrond	Nargothrond
Glorofindel	Glorfindel
Cargo 10	Cargo 10
Putnički vagon	Passenger car (rail)
Keč (brod)	Ketch
Melijana Maja	Melian
Hram Veste	Temple of Vesta
Hromosom 22 (čovjek)	Chromosome 22 (human)
Convair F-106	Convair F-106 Delta Dart
Kana (Liban)	Qana
Molitva (pjesma)	Molitva
Grb Svete Helene	Coat of arms of Saint Helena
Ilirikum	Illyricum (Roman province)
Bijelo dugme	Bijelo Dugme
Budalin mat	Fool's mate
NGC 7479	NGC 7479
NGC 559	NGC 559
Dassault Mirage IV	Dassault Mirage IV
Velika Ves	Velika Ves
Afrički kup nacija 1990.	1990 African Cup of Nations
Evropski put E67	European route E67
Nogometni savez Srbije	Football Association of Serbia
Drvobradi	Treebeard
Olimpijski stadion "Yves du Manoir"	Stade Olympique Yves-du-Manoir
Odbojka na OI 1984.	Volleyball at the 1984 Summer Olympics
